N,P,K,temperature,humidity,ph,rainfall,label,latitude,longitude
85.73496142144278,25.45632306472802,50.95740115058427,26.701133675245508,76.15616325835524,6.931107044058853,163.5929142433651,jute,22.5958,88.2636
25.03610901950594,14.28469618295391,45.39997927621791,29.601252508182444,73.40707607029559,6.413939168174512,165.90269996554306,coconut,11.258753,75.78041
143.99719085209168,54.2632844899646,89.9609929156049,21.912930754290485,84.50979469937305,6.501126232505007,75.66002440574702,cotton,21.146633,79.08886
20.78406653717616,79.01130846976734,25.402203224861303,18.081643193967487,21.95071053744682,6.465921463168979,107.5547569831549,kidneybeans,30.41073,79.32186
27.772182683844,49.796414428825415,26.471864554527823,25.8365649708451,78.00114907853433,6.801484226042438,77.18389007572272,mungbean,26.912434,75.787271
87.94814510031333,66.0957516383197,40.83127894570252,28.680724319448107,64.68234822537683,6.819755381442585,110.13160849527566,maize,15.4589,75.0078
91.6747336419182,30.13775610625668,51.84989054999538,32.23924417770342,73.96047327513935,6.670395786570424,150.16036663013475,jute,22.8963,88.2461
25.79918427156884,15.89942462390845,48.06313188668556,29.430927513437613,74.46542271420192,6.677847494441862,178.49604607065717,coconut,13.34088,74.742142
16.09906431201075,56.28639547255637,27.896897220874035,18.429899694042923,38.17334727086288,6.6964624223222025,56.97628738609487,lentil,26.4297,79.954
38.29946395449928,70.49818696554436,42.56916736539596,33.969522552887575,74.56809026914355,6.6933066610647245,84.94033801012145,blackgram,8.71391,77.75665
83.9739490569014,61.322350287051165,44.12031058403479,27.54639028138663,67.03046040302392,6.476921808831856,94.72652583841996,maize,22.0574,78.9382
114.0797878141263,77.38096666943616,53.44604792803002,26.476148503670032,78.69568106241978,6.9415971191431,134.48140076966857,banana,21.004194,75.563942
30.913462802164343,129.55679300987927,224.1445952212448,23.18180364759985,84.26928772130788,6.402900390387421,140.5008446850815,apple,31.104815,77.173401
87.2631201499006,30.631113453933885,52.06977798537997,32.01588566856045,74.51679807829164,6.530040173474753,158.27775214371917,jute,23.400886,88.501384
107.4361824006446,23.44332416322881,72.31163864403838,21.650535918479004,74.05215715567158,6.661046456539112,155.5260390794106,coffee,12.427189,75.747643
31.8337616040596,128.6661778639877,224.850600264585,22.482289929654247,84.12155646960038,5.994085063467321,136.19084602543649,apple,34.0837,74.7973
30.83824536313504,59.35243622673827,37.48069499947212,28.69913808427771,71.63851778272074,6.919406419358911,95.81749624267768,pigeonpeas,17.329731,76.834295
74.5341098880442,35.0269428338134,51.7047175167396,31.011216670866844,73.20530504395491,6.9343820158666345,152.75248687568364,jute,25.536,87.5779
20.98922569000254,72.25958439843636,77.81974772290859,16.948945171905905,41.70400866508327,7.093414636290739,53.8545957114359,chickpea,23.52511,77.805268
25.12057536219864,12.877978710144337,38.41100123945513,27.654776511762872,76.36255751640883,6.986240171209759,174.84142006425807,coconut,8.71391,77.75665
101.74402644374304,71.67030003102924,65.06445450363547,27.597218125974585,91.64074495558812,6.41447879227262,43.84956533827797,muskmelon,13.136722,78.129003
141.54345848030974,68.76698706349468,90.25308269544684,24.40265698164716,84.88256609922334,7.05656068408277,69.54529215336892,cotton,20.388794,78.120407
100.0050652708954,69.25110871056746,38.83782621864047,24.18506535659033,63.92788316260872,7.269186995890211,106.36559087052588,maize,18.6726,78.0941
34.85133779242064,129.01996913493838,223.4452228912053,23.585596430531247,87.40723901996658,5.831898868546912,145.16197754747876,apple,29.3919,79.4542
18.271206675051413,55.72787998587958,24.6846830312082,30.88488285567103,52.61392524993111,6.434855051159079,124.75898160959098,mango,26.923906,80.709
77.74076280605867,83.47942853275522,71.14236350428061,24.71692703627761,76.8508331094123,6.680422834780485,66.44864454941563,papaya,14.681887,77.600594
78.33937117361677,27.30144399303476,56.33971049554167,29.12994285026374,78.19880216690743,6.439159434830027,139.46530965926723,jute,27.4728,94.9115
13.04735853698332,63.245754102841225,30.99599260107254,18.71090692661095,46.329116604517466,6.771754120098096,41.36547023354002,lentil,25.2127,85.5302
38.03515866687094,64.72524008658786,42.72279003810327,27.69900215683392,71.40961139623128,6.457063252414835,89.30366546699892,blackgram,14.4674,78.8241
18.621920764545195,140.10798737894527,144.8741820134491,38.16113709773425,41.7875696659546,7.238126693672795,86.95258057793397,pomegranate,17.65992,75.906387
98.01231649200066,97.69311600445104,59.77265823222444,24.796640283720222,84.87293497113234,6.74948004564181,63.889149375232826,watermelon,14.681887,77.600594
27.87564084323735,61.52795567850495,33.04324327132644,27.61025484622853,67.42235266782275,6.848386097169694,90.95240437815606,pigeonpeas,19.1526,77.3244
13.894392509313246,46.49563362786885,64.99143894393208,31.048085286281445,57.24142193927429,6.940236824368339,53.97229001206106,mothbeans,26.238947,73.024309
21.66229970711848,133.5250076967941,223.70481306226867,12.303348991860531,84.66232371180321,7.326668078711298,88.56009308520801,grapes,19.997454,73.789803
19.40302238327948,51.31939927031974,62.30951918605937,30.11219795454944,55.03549047833043,7.178961225517801,47.96508574584625,mothbeans,22.3039,70.8022
26.98461875002078,63.90918948422482,42.218056078972594,29.29414495764249,65.30419230705066,6.936998683496964,108.4716888378836,pigeonpeas,14.681887,77.600594
32.15496512575257,59.281107874841226,37.09012969848767,28.587605019282385,69.30283840636396,6.847287649906046,125.33164201658244,pigeonpeas,23.1755,77.091
25.85152499971759,50.77622695808966,27.973312856875587,28.309200455487645,74.14981982219017,6.772036115126543,69.32183137442021,mungbean,26.4297,79.954
29.002727425241886,52.6963975646424,28.05181569383188,28.751070517628705,76.94615850604066,6.503839647871672,90.17119923284848,mungbean,22.0856,79.5273
